rank,finalWorth,category,personName,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,cpi_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age as of 1 Jan 2023
611,4500,Technology,N.R. Narayana Murthy,India,New Delhi,Software services,Technology,India,True,U,M,1946-08-20 00:00:00,Murthy,N.R. Narayana,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,77
611,4500,Fashion & Retail,Odd Reitan & family,Norway,Oslo,"Retail, real estate",Fashion & Retail,Norway,False,D,M,1951-09-11 00:00:00,Reitan,Odd,4/4/2023 5:01,120.27,403336363636.0,82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946,72
611,4500,Finance & Investments,Marc Rowan,United States,"Washington, D.C.",Private equity,Finance & Investments,United States,True,D,M,1962-08-19 00:00:00,Rowan,Marc,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,61
611,4500,Real Estate,Hussain Sajwani,United Arab Emirates,Abu Dhabi,Real estate,Real Estate,United Arab Emirates,True,U,M,1953-03-01 00:00:00,Sajwani,Hussain,4/4/2023 5:01,114.52,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,70
611,4500,Finance & Investments,David Velez & family,Brazil,Bogotá,Fintech,Finance & Investments,Colombia,True,D,M,1981-10-02 00:00:00,Velez,David,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,42
611,4500,Manufacturing,Xu Jinfu,China,Beijing,Chemicals,Manufacturing,China,True,D,M,1964-01-01 00:00:00,Xu,Jinfu,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
611,4500,Diversified,Samuel Yin,Taiwan,Taipei,Retail,Diversified,Taiwan,False,D,M,1950-08-16 00:00:00,Yin,Samuel,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,73
611,4500,Manufacturing,You Xiaoping & family,China,Beijing,"Chemicals, spandex",Manufacturing,China,True,D,M,1958-01-21 00:00:00,You,Xiaoping,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,65
624,4400,Healthcare,Stéphane Bancel,United States,Paris,"Biotech, vaccines",Healthcare,France,True,D,M,1972-07-20 00:00:00,Bancel,Stéphane,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,51
624,4400,Technology,Margot Birmingham Perot,United States,"Washington, D.C.","Computer services, real estate",Technology,United States,False,U,F,1933-11-15 00:00:00,Birmingham Perot,Margot,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,90
624,4400,Manufacturing,Neal Blue & family,United States,"Washington, D.C.",Defense,Manufacturing,United States,True,U,M,1935-04-04 00:00:00,Blue,Neal,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,88
624,4400,Service,Jim Davis,United States,"Washington, D.C.",Staffing & recruiting,Service,United States,True,U,M,1960-03-13 00:00:00,Davis,Jim,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,63
624,4400,Construction & Engineering,Rafael Del Pino,Spain,Madrid,Construction,Construction & Engineering,Spain,False,U,M,1958-07-18 00:00:00,Del Pino,Rafael,4/4/2023 5:01,110.96,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,65
624,4400,Healthcare,Peter Grogg,Switzerland,Bern,Biochemicals,Healthcare,Switzerland,True,D,M,1942-01-10 00:00:00,Grogg,Peter,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,81
624,4400,Fashion & Retail,Christian Haub,Germany,Berlin,Retail,Fashion & Retail,Germany,False,E,M,1964-07-22 00:00:00,Haub,Christian,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,59
624,4400,Real Estate,Mangal Prabhat Lodha,India,New Delhi,Real estate,Real Estate,India,True,D,M,1955-12-01 00:00:00,Lodha,Mangal Prabhat,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,68
624,4400,Sports,Jeffrey Lurie & family,United States,"Washington, D.C.",Philadelphia Eagles,Sports,United States,False,U,M,1951-09-08 00:00:00,Lurie,Jeffrey,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,72
624,4400,Finance & Investments,Joe Mansueto,United States,"Washington, D.C.",Investment research,Finance & Investments,United States,True,D,M,1956-09-03 00:00:00,Mansueto,Joe,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,67
624,4400,Manufacturing,Qian Dongqi & family,China,Beijing,Home-cleaning robots,Manufacturing,China,True,D,M,1958-01-01 00:00:00,Qian,Dongqi,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,65
624,4400,Metals & Mining,Mikhail Shelkov,Russia,Moscow,Titanium,Metals & Mining,Russia,True,U,M,1968-05-30 00:00:00,Shelkov,Mikhail,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,55
636,4300,Telecom,Patrick Drahi,Switzerland,Paris,Telecom,Telecom,France,True,D,M,1963-08-20 00:00:00,Drahi,Patrick,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,60
636,4300,Finance & Investments,Behdad Eghbali,United States,"Washington, D.C.",Private equity,Finance & Investments,United States,True,U,M,1976-05-06 00:00:00,Eghbali,Behdad,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,47
636,4300,Finance & Investments,Juan Carlos Escotet,Spain,Caracas,Banking,Finance & Investments,Venezuela,True,U,M,1959-07-23 00:00:00,Escotet,Juan Carlos,4/4/2023 5:01,110.96,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,64
636,4300,Finance & Investments,Jose E. Feliciano,United States,"Washington, D.C.",Private equity,Finance & Investments,United States,True,U,M,1973-05-29 00:00:00,Feliciano,Jose E.,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50
636,4300,Healthcare,Hu Kaijun,China,Beijing,Pharmaceuticals,Healthcare,China,True,U,M,1962-01-01 00:00:00,Hu,Kaijun,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
636,4300,Logistics,Johnelle Hunt,United States,"Washington, D.C.",Trucking,Logistics,United States,True,D,F,1932-01-04 00:00:00,Hunt,Johnelle,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,91
636,4300,Food & Beverage,Marian Ilitch,United States,"Washington, D.C.",Little Caesars Pizza,Food & Beverage,United States,True,D,F,1933-01-07 00:00:00,Ilitch,Marian,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,90
636,4300,Diversified,Daryl Katz,Canada,Ottawa,Pharmacies,Diversified,Canada,True,D,M,1961-09-01 00:00:00,Katz,Daryl,4/4/2023 5:01,116.76,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,62
636,4300,Metals & Mining,Andrei Kozitsyn,Russia,Moscow,Metals,Metals & Mining,Russia,True,U,M,1960-06-09 00:00:00,Kozitsyn,Andrei,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,63
636,4300,Finance & Investments,Timur Kulibaev,Kazakhstan,Nur-Sultan,Banking,Finance & Investments,Kazakhstan,True,U,M,1966-09-10 00:00:00,Kulibaev,Timur,4/4/2023 5:01,182.75,180161741180.0,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684,57
636,4300,Finance & Investments,Dinara Kulibaeva,Kazakhstan,Nur-Sultan,Banking,Finance & Investments,Kazakhstan,False,U,F,1967-08-19 00:00:00,Kulibaeva,Dinara,4/4/2023 5:01,182.75,180161741180.0,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684,56
636,4300,Real Estate,Ian Livingstone,United Kingdom,London,Real estate,Real Estate,United Kingdom,True,Split Family Fortune,M,1962-05-22 00:00:00,Livingstone,Ian,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,61
636,4300,Real Estate,Richard Livingstone,United Kingdom,London,Real estate,Real Estate,United Kingdom,True,Split Family Fortune,M,1964-11-29 00:00:00,Livingstone,Richard,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,59
636,4300,Food & Beverage,Gwendolyn Sontheim Meyer,United States,"Washington, D.C.",Cargill,Food & Beverage,United States,False,D,F,1961-10-27 00:00:00,Meyer,Gwendolyn Sontheim,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,62
636,4300,Real Estate,Jay Paul,United States,"Washington, D.C.",Real estate,Real Estate,United States,True,U,M,1947-07-08 00:00:00,Paul,Jay,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,76
636,4300,Diversified,Pham Nhat Vuong,Vietnam,Hanoi,Diversified,Diversified,Vietnam,True,D,M,1968-08-05 00:00:00,Pham,Nhat Vuong,4/4/2023 5:01,163.52,261921244843.0,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199,55
636,4300,Healthcare,Jon Stryker,United States,"Washington, D.C.",Medical equipment,Healthcare,United States,False,U,M,1958-05-03 00:00:00,Stryker,Jon,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,65
636,4300,Finance & Investments,Daniel Tsai,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,D,M,1956-04-25 00:00:00,Tsai,Daniel,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,67
636,4300,Finance & Investments,Richard Tsai,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,D,M,1957-06-02 00:00:00,Tsai,Richard,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,66
636,4300,Technology,Frank Wang,China,Beijing,Drones,Technology,China,True,D,M,1980-10-30 00:00:00,Wang,Frank,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,43
636,4300,Manufacturing,Wang Junshi & family,China,Beijing,Solar inverters,Manufacturing,China,True,D,M,1949-01-01 00:00:00,Wang,Junshi,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,74
636,4300,Technology,Wang Wenjing,China,Beijing,Business software,Technology,China,True,D,M,1964-12-05 00:00:00,Wang,Wenjing,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
636,4300,Finance & Investments,Herbert Wertheim,United States,"Washington, D.C.",Investments,Finance & Investments,United States,True,U,M,1939-05-23 00:00:00,Wertheim,Herbert,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,84
659,4200,Service,Shari Arison,Israel,Jerusalem,Carnival Cruises,Service,Israel,False,D,F,1957-09-09 00:00:00,Arison,Shari,4/4/2023 5:01,108.15,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,66
659,4200,Finance & Investments,Pyotr Aven,Latvia,Moscow,"Oil, banking, telecom",Finance & Investments,Russia,True,D,M,1955-03-16 00:00:00,Aven,Pyotr,4/4/2023 5:01,116.86,34117202555.0,88.1,99.4,74.7,22.9,38.1,1912789.0,56.879635,24.603189,68
659,4200,Real Estate,Chan Laiwa & family,China,Beijing,Real estate,Real Estate,China,True,D,F,1941-01-01 00:00:00,Chan,Laiwa,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,82
659,4200,Real Estate,Chen Hua,China,Beijing,Real estate,Real Estate,China,True,U,M,1966-01-01 00:00:00,Chen,Hua,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,57
659,4200,Finance & Investments,Thomas Hagen,United States,"Washington, D.C.",Insurance,Finance & Investments,United States,False,U,M,1936-01-01 00:00:00,Hagen,Thomas,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,87
659,4200,Finance & Investments,"Rupert Johnson, Jr.",United States,"Washington, D.C.",Franklin Templeton,Finance & Investments,United States,False,D,M,1940-08-10 00:00:00,Johnson,Rupert,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83
659,4200,Energy,Dewi Kam,Indonesia,Jakarta,Coal,Energy,Indonesia,True,N,F,1950-07-23 00:00:00,Kam,Dewi,4/4/2023 5:01,151.18,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,73
659,4200,Technology,Min Kao & family,United States,"Washington, D.C.",Navigation equipment,Technology,United States,True,D,M,1949-01-10 00:00:00,Kao,Min,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74
659,4200,Finance & Investments,Marc Ladreit de Lacharriere,France,Paris,Finance,Finance & Investments,France,True,U,M,1940-11-06 00:00:00,Ladreit de Lacharriere,Marc,4/4/2023 5:01,110.05,2782910000000.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,83
659,4200,Technology,Eric Lefkofsky,United States,"Washington, D.C.","Groupon, investments",Technology,United States,True,U,M,1969-09-02 00:00:00,Lefkofsky,Eric,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,54
659,4200,Technology,Lin Bin,China,"Washington, D.C.",Smartphones,Technology,United States,True,D,M,1968-02-01 00:00:00,Lin,Bin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,55
659,4200,Finance & Investments,Lin Li,China,Beijing,Investments,Finance & Investments,China,True,D,M,1963-05-01 00:00:00,Lin,Li,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60
659,4200,Technology,Michael Moritz,United States,"Washington, D.C.",Venture capital,Technology,United States,True,D,M,1954-09-12 00:00:00,Moritz,Michael,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,69
659,4200,Service,Jean (Gigi) Pritzker,United States,"Washington, D.C.","Hotels, investments",Service,United States,False,U,F,1962-07-01 00:00:00,Pritzker,Jean (Gigi),4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,61
659,4200,Automotive,E. Joe Shoen,United States,"Washington, D.C.",U-Haul,Automotive,United States,False,U,M,1949-10-28 00:00:00,Shoen,E. Joe,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74
659,4200,Technology,Jeff Skoll,United States,"Washington, D.C.",EBay,Technology,United States,True,D,M,1965-01-16 00:00:00,Skoll,Jeff,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,58
659,4200,Food & Beverage,Lynsi Snyder,United States,"Washington, D.C.",In-N-Out Burger,Food & Beverage,United States,False,E,F,1982-05-05 00:00:00,Snyder,Lynsi,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,41
659,4200,Fashion & Retail,Djoko Susanto,Indonesia,Jakarta,Supermarkets,Fashion & Retail,Indonesia,True,U,M,1950-02-09 00:00:00,Susanto,Djoko,4/4/2023 5:01,151.18,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,73
659,4200,Diversified,Tahir & family,Indonesia,Jakarta,Diversified,Diversified,Indonesia,True,U,M,1952-03-26 00:00:00,Tahir,Dato' Sri Tahir,4/4/2023 5:01,151.18,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,71
659,4200,Finance & Investments,Peter Thiel,United States,"Washington, D.C.","Facebook, investments",Finance & Investments,United States,True,D,M,1967-10-11 00:00:00,Thiel,Peter,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,56
679,4100,Food & Beverage,Andrej Babis,Czech Republic,Prague,Agriculture,Food & Beverage,Czech Republic,True,D,M,1954-09-02 00:00:00,Babis,Andrej,4/4/2023 5:01,116.48,290924000000.0,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962,69
679,4100,Service,Danielle Bellon & family,France,Paris,Food services,Service,France,False,U,F,1940-02-08 00:00:00,Bellon,Danielle,4/4/2023 5:01,110.05,2782910000000.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,83
679,4100,Media & Entertainment,Hubert Burda,Germany,Berlin,Publishing,Media & Entertainment,Germany,False,U,M,1940-02-09 00:00:00,Burda,Hubert,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,83
679,4100,Food & Beverage,Nick Caporella,United States,"Washington, D.C.",Beverages,Food & Beverage,United States,True,U,M,1936-01-15 00:00:00,Caporella,Nick,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,87
679,4100,Energy,John Catsimatidis,United States,"Washington, D.C.","Oil, real estate",Energy,United States,True,U,M,1948-09-07 00:00:00,Catsimatidis,John,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,75
679,4100,Technology,Scott Cook,United States,"Washington, D.C.",Software,Technology,United States,True,D,M,1952-07-26 00:00:00,Cook,Scott,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71
679,4100,Food & Beverage,Luca Garavoglia,Italy,Rome,Spirits,Food & Beverage,Italy,False,U,M,1969-02-27 00:00:00,Garavoglia,Luca,4/4/2023 5:01,110.62,2010430000000.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,54
679,4100,Manufacturing,Antti Herlin,Finland,Helsinki,"Elevators, escalators",Manufacturing,Finland,False,D,M,1956-11-14 00:00:00,Herlin,Antti,4/4/2023 5:01,112.33,268761201365.0,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151,67
679,4100,Manufacturing,Hong Jie,China,Beijing,Paint,Manufacturing,China,True,U,M,1967-10-01 00:00:00,Hong,Jie,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56
679,4100,Service,"Jeremy Jacobs, Sr. & family",United States,"Washington, D.C.",Food service,Service,United States,False,U,M,1940-01-21 00:00:00,Jacobs,Jeremy,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83
679,4100,Fashion & Retail,Igor Kesaev,Russia,Moscow,"Tobacco distribution, retail",Fashion & Retail,Russia,True,U,M,1966-10-30 00:00:00,Kesaev,Igor,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,57
679,4100,Food & Beverage,Mary Alice Dorrance Malone,United States,"Washington, D.C.",Campbell Soup,Food & Beverage,United States,False,U,F,1950-02-03 00:00:00,Malone,Mary Alice Dorrance,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,73
679,4100,Diversified,Joao Moreira Salles,Brazil,Brasília,"Banking, minerals",Diversified,Brazil,False,U,M,1962-01-01 00:00:00,Moreira Salles,Joao,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,61
679,4100,Finance & Investments,Walther Moreira Salles Junior,Brazil,Brasília,"Banking, minerals",Finance & Investments,Brazil,False,U,M,1956-04-12 00:00:00,Moreira Salles Junior,Walther,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,67
679,4100,Sports,Arturo Moreno,United States,"Washington, D.C.","Billboards, Los Angeles Angels",Sports,United States,True,U,M,1946-08-14 00:00:00,Moreno,Arturo,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,77
679,4100,Manufacturing,Peter Spuhler,Switzerland,Bern,Train cars,Manufacturing,Switzerland,True,D,M,1959-09-01 00:00:00,Spuhler,Peter,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,64
679,4100,Real Estate,Donald Sterling,United States,"Washington, D.C.",Real estate,Real Estate,United States,True,U,M,1934-04-26 00:00:00,Sterling,Donald,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,89
679,4100,Diversified,Kerry Stokes,Australia,Canberra,"Construction equipment, media",Diversified,Australia,True,D,M,1940-09-13 00:00:00,Stokes,Kerry,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,83
679,4100,Technology,Ken Xie,United States,"Washington, D.C.",Cybersecurity,Technology,United States,True,D,M,1963-01-26 00:00:00,Xie,Ken,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60
679,4100,Healthcare,Liangzhi Xie & family,China,Beijing,Biotech,Healthcare,China,True,D,M,1966-01-01 00:00:00,Xie,Liangzhi,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,57
699,4000,Energy,Sid Bass,United States,"Washington, D.C.","Oil, investments",Energy,United States,False,U,M,1942-04-09 00:00:00,Bass,Sid,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,81
699,4000,Technology,Ben Chestnut,United States,"Washington, D.C.",Email marketing,Technology,United States,True,D,M,1974-06-15 00:00:00,Chestnut,Ben,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,49
699,4000,Food & Beverage,Elisabeth DeLuca & family,United States,"Washington, D.C.",Subway,Food & Beverage,United States,False,N,F,1947-07-25 00:00:00,DeLuca,Elisabeth,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,76
699,4000,Diversified,Guangchang Guo,China,Beijing,Conglomerate,Diversified,China,True,D,M,1967-02-16 00:00:00,Guo,Guangchang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56
